Subject,SubskillID,SubskillDescription,ConceptGroup,DetailedObjective
Language Arts,LA006-01-B,"Match story settings to illustrations and identify key location changes throughout the story,Spatial Awareness",Describe basic characteristics of different story settings (indoor/outdoor,day/night)
Language Arts,LA006-01-B,Match story settings to illustrations and identify key location changes throughout the story,Narrative Tracking,Use simple words to explain when and why a story's location changes
Language Arts,LA006-01-B,Match story settings to illustrations and identify key location changes throughout the story,Comparative Analysis,Recognize and verbalize differences between two different story settings in a single book
Language Arts,LA006-01-B,Match story settings to illustrations and identify key location changes throughout the story,Sequencing Skills,Arrange story illustrations in order based on location changes
Language Arts,LA006-01-B,Match story settings to illustrations and identify key location changes throughout the story,Contextual Understanding,Predict possible story events based on the illustration's setting
Language Arts,LA006-01-B,Match story settings to illustrations and identify key location changes throughout the story,Descriptive Language,Use age-appropriate adjectives to describe the mood or feeling of different story settings
Language Arts,LA006-01-C,"Sequence 3-4 major story events using picture cards and label beginning, middle, and end",Story Sequencing,Arrange 3 picture cards in correct chronological order from a simple picture book
Language Arts,LA006-01-C,"Sequence 3-4 major story events using picture cards and label beginning, middle, and end,Narrative Understanding,Verbally explain the order of events using words ""first""","""next""","and ""last"""
Language Arts,LA006-01-C,"Sequence 3-4 major story events using picture cards and label beginning, middle, and end,Temporal Vocabulary,Identify and use ""beginning""","""middle""","and ""end"" to describe story structure"
Language Arts,LA006-01-C,"Sequence 3-4 major story events using picture cards and label beginning, middle, and end",Visual Comprehension,Match spoken story events to corresponding picture cards in correct sequence
Language Arts,LA006-01-C,"Sequence 3-4 major story events using picture cards and label beginning, middle, and end",Story Structure,Create a simple 3-panel story sequence drawing showing clear progression of events
Language Arts,LA006-01-D,Identify problems and match appropriate solutions in simple stories using picture prompts,Story Problem Identification,Verbally point out a character's challenge in a picture book
Language Arts,LA006-01-D,Identify problems and match appropriate solutions in simple stories using picture prompts,Solution Matching,Select a picture card that shows a logical solution to a story character's problem
Language Arts,LA006-01-D,Identify problems and match appropriate solutions in simple stories using picture prompts,Emotional Understanding,Recognize different emotions associated with story problems and potential solutions
Language Arts,LA006-01-D,Identify problems and match appropriate solutions in simple stories using picture prompts,Cause and Effect,Explain how a character's actions lead to resolving a story problem
Language Arts,LA006-01-D,Identify problems and match appropriate solutions in simple stories using picture prompts,Comparative Problem Solving,Compare multiple potential solutions and explain why one might work better than others
Language Arts,LA006-01-D,Identify problems and match appropriate solutions in simple stories using picture prompts,Narrative Reasoning,Create a simple verbal explanation of how a character might solve their story problem
Language Arts,LA006-01-D,Identify problems and match appropriate solutions in simple stories using picture prompts,Sequential Thinking,Arrange picture cards to show the progression from problem to solution in a story
Language Arts,LA006-01-E,"Recognize and use story patterns, including repeated phrases and predictable sequences",Listening Comprehension,Identify and repeat a recurring phrase from a read-aloud story with 80% accuracy
Language Arts,LA006-01-E,"Recognize and use story patterns, including repeated phrases and predictable sequences",Narrative Structure,Predict the next event in a familiar story based on a recurring pattern or sequence
Language Arts,LA006-01-E,"Recognize and use story patterns, including repeated phrases and predictable sequences",Story Interaction,Participate actively in a call-and-response style story by anticipating and joining in with predictable refrains
Language Arts,LA006-01-E,"Recognize and use story patterns, including repeated phrases and predictable sequences",Pattern Recognition,Demonstrate understanding of story rhythm by clapping or moving to repetitive story elements
Language Arts,LA006-01-E,"Recognize and use story patterns, including repeated phrases and predictable sequences,Storytelling Skills,Create a simple original story using a familiar pattern like ""first, next",then,"finally"""
Language Arts,LA006-01-E,"Recognize and use story patterns, including repeated phrases and predictable sequences",Comprehension Strategy,Match a repeated story phrase to its corresponding illustration in a picture book
Language Arts,LA006-01-E,"Recognize and use story patterns, including repeated phrases and predictable sequences",Language Development,Verbally explain how repeated words or phrases help make a story more interesting or memorable
Language Arts,LA006-01-F,"Connect illustrations to story meaning, including mood, character feelings, and plot clues,Visual Interpretation,Identify basic emotions (happy, sad",angry,scared) depicted in picture book illustrations
Language Arts,LA006-01-F,"Connect illustrations to story meaning, including mood, character feelings, and plot clues",Narrative Comprehension,Point to specific illustration details that show what is happening in the story's sequence of events
Language Arts,LA006-01-F,"Connect illustrations to story meaning, including mood, character feelings, and plot clues",Emotional Inference,Describe how a character might be feeling based on their facial expressions and body language in an illustration
Language Arts,LA006-01-F,"Connect illustrations to story meaning, including mood, character feelings, and plot clues",Story Context,Predict what might happen next in a story by carefully examining the visual clues in current illustrations
Language Arts,LA006-01-F,"Connect illustrations to story meaning, including mood, character feelings, and plot clues",Illustration Analysis,Match spoken story elements to corresponding visual representations in picture book illustrations
Language Arts,LA006-01-F,"Connect illustrations to story meaning, including mood, character feelings, and plot clues",Comparative Understanding,Compare and contrast the mood of different illustrations within the same story
Language Arts,LA006-01-F,"Connect illustrations to story meaning, including mood, character feelings, and plot clues",Symbolic Interpretation,Recognize how colors and visual elements in illustrations contribute to the story's overall feeling or atmosphere
Language Arts,LA006-01-G,"Retell stories using props, including correct sequence and character dialogue",Narrative Sequencing,Arrange story props in the correct order to demonstrate basic story progression
Language Arts,LA006-01-G,"Retell stories using props, including correct sequence and character dialogue",Character Representation,Use simple puppets or dolls to act out different character voices and personalities
Language Arts,LA006-01-G,"Retell stories using props, including correct sequence and character dialogue,Story Structure,Verbally explain the beginning",middle,and end of a familiar story using visual props
Language Arts,LA006-01-G,"Retell stories using props, including correct sequence and character dialogue",Dialogue Skills,Mimic character speech patterns and emotions when repeating dialogue from a story
Language Arts,LA006-01-G,"Retell stories using props, including correct sequence and character dialogue",Comprehension Assessment,Accurately retell a short story with at least 3 key events in the correct sequential order
Language Arts,LA006-01-G,"Retell stories using props, including correct sequence and character dialogue",Interactive Storytelling,Create simple dramatic reenactments of stories using costume pieces and props
Language Arts,LA006-01-G,"Retell stories using props, including correct sequence and character dialogue",Memory Skills,Recall and reproduce at least 4-5 specific details from a story using visual support
Language Arts,LA006-01-H,Make predictions and identify simple morals or lessons in stories,Story Prediction,Verbally share a reasonable guess about what might happen next in a story after hearing the first half
Language Arts,LA006-01-H,Make predictions and identify simple morals or lessons in stories,Character Motivation,Explain why a character might make a specific choice in a simple picture book
Language Arts,LA006-01-H,Make predictions and identify simple morals or lessons in stories,Moral Understanding,"Identify and describe a basic lesson like ""sharing is kind"" after hearing a short story"
Language Arts,LA006-01-H,Make predictions and identify simple morals or lessons in stories,Narrative Inference,Use picture clues and story context to predict a character's next action or feeling
Language Arts,LA006-01-H,Make predictions and identify simple morals or lessons in stories,Consequence Recognition,Explain how a character's actions led to a specific outcome in the story
Language Arts,LA006-01-H,Make predictions and identify simple morals or lessons in stories,Predictive Reasoning,Draw a picture showing a possible ending to an incomplete story based on initial story elements
Language Arts,LA006-01-H,Make predictions and identify simple morals or lessons in stories,Empathy Development,Describe how a character might feel and why after experiencing a challenge in the story
Language Arts,LA006-01-I,"Compare different versions of familiar stories and create simple alternate endings,Story Comparison",Identify at least two different versions of a classic fairy tale (e.g.,Cinderella) and name one difference between them
Language Arts,LA006-01-I,Compare different versions of familiar stories and create simple alternate endings,Character Analysis,Describe how a main character's actions might change the outcome of a familiar story
Language Arts,LA006-01-I,Compare different versions of familiar stories and create simple alternate endings,Creative Storytelling,Draw a picture showing an alternative ending to a well-known children's story
Language Arts,LA006-01-I,Compare different versions of familiar stories and create simple alternate endings,Narrative Prediction,Verbally explain what might happen if a story character made a different choice
Language Arts,LA006-01-I,Compare different versions of familiar stories and create simple alternate endings,Comparative Thinking,Listen to two versions of the same story and explain one similarity and one difference
Language Arts,LA006-01-I,Compare different versions of familiar stories and create simple alternate endings,Imaginative Reasoning,Create a simple spoken narrative changing one key event in a familiar fairy tale
Language Arts,LA006-01-I,Compare different versions of familiar stories and create simple alternate endings,Story Structure,Identify and describe how changing a character's decision impacts the story's ending
Language Arts,LA006-02-A,"Match basic emotions to character expressions in picture books (e.g., smiling=happy, crying=sad),Emotion Identification,Correctly identify and name at least 3 basic emotions (happy",sad,angry) when shown character facial expressions in picture books
Language Arts,LA006-02-A,"Match basic emotions to character expressions in picture books (e.g., smiling=happy, crying=sad),Visual Interpretation,Point to and describe the specific facial features that indicate an emotion (e.g.",upturned mouth for happy,furrowed brows for angry)
Language Arts,LA006-02-A,"Match basic emotions to character expressions in picture books (e.g., smiling=happy, crying=sad)",Contextual Understanding,Explain why a character might be feeling a specific emotion based on the picture book's illustrations and context
Language Arts,LA006-02-A,"Match basic emotions to character expressions in picture books (e.g., smiling=happy, crying=sad)",Emotional Vocabulary,Use simple emotion words to describe characters' feelings when looking at picture book illustrations
Language Arts,LA006-02-A,"Match basic emotions to character expressions in picture books (e.g., smiling=happy, crying=sad)",Comparative Analysis,Compare and contrast different characters' emotional expressions within the same picture book
Language Arts,LA006-02-A,"Match basic emotions to character expressions in picture books (e.g., smiling=happy, crying=sad)",Empathy Development,Demonstrate understanding of characters' emotions by sharing a personal experience that relates to the character's feeling
Language Arts,LA006-02-A,"Match basic emotions to character expressions in picture books (e.g., smiling=happy, crying=sad),Body Language Interpretation",Recognize and match basic body language cues (slumped shoulders for sad,jumping for happy) to corresponding emotions in picture book illustrations
Language Arts,LA006-02-B,"Use picture clues to identify character feelings and environmental settings,Emotional Recognition,Point to and name at least 3 different emotions (happy",sad,angry) displayed by characters in picture books
Language Arts,LA006-02-B,"Use picture clues to identify character feelings and environmental settings,Visual Context Clues,Describe the background setting of a picture (indoor/outdoor",day/night,sunny/rainy) to understand the story's environment
Language Arts,LA006-02-B,"Use picture clues to identify character feelings and environmental settings,Character Body Language",Match character body postures to corresponding emotions (slumped shoulders = sad,jumping = excited)
Language Arts,LA006-02-B,Use picture clues to identify character feelings and environmental settings,Facial Expression Interpretation,Identify at least 4 different facial expressions in illustrations and explain what emotion they represent
Language Arts,LA006-02-B,"Use picture clues to identify character feelings and environmental settings,Contextual Inference,Predict a character's mood based on visual details like weather",color palette,and character positioning
Language Arts,LA006-02-B,"Use picture clues to identify character feelings and environmental settings,Environmental Mood",Explain how background colors and details suggest the mood of a scene (dark colors = gloomy,bright colors = happy)
Language Arts,LA006-02-C,Predict simple story outcomes using visual prompts and prior knowledge,Story Prediction,Identify and describe a potential story ending based on character facial expressions and body language
Language Arts,LA006-02-C,Predict simple story outcomes using visual prompts and prior knowledge,Visual Context,Use picture clues to make a logical guess about what might happen next in a story
Language Arts,LA006-02-C,Predict simple story outcomes using visual prompts and prior knowledge,Personal Experience,Connect personal experiences to story illustrations to anticipate possible story developments
Language Arts,LA006-02-C,Predict simple story outcomes using visual prompts and prior knowledge,Emotional Inference,Recognize characters' emotions in pictures to predict their potential actions or story progression
Language Arts,LA006-02-C,Predict simple story outcomes using visual prompts and prior knowledge,Sequential Reasoning,Arrange story picture cards in order and explain the likely next event in the sequence
Language Arts,LA006-02-C,Predict simple story outcomes using visual prompts and prior knowledge,Problem-Solution,Identify a problem shown in illustrations and suggest a possible resolution based on visual cues
Language Arts,LA006-02-C,Predict simple story outcomes using visual prompts and prior knowledge,Narrative Understanding,Verbalize a potential story ending by combining visual hints and prior knowledge about story structures
Language Arts,LA006-02-D,"Answer ""why"" questions about character actions in read-alouds using evidence",Literal Comprehension,"Identify a character's simple action in a story when directly asked ""Why did the character do that?"""
Language Arts,LA006-02-D,"Answer ""why"" questions about character actions in read-alouds using evidence",Emotional Reasoning,Explain a character's feelings that might motivate their actions using picture cues
Language Arts,LA006-02-D,"Answer ""why"" questions about character actions in read-alouds using evidence",Textual Evidence,Point to a specific illustration or text detail that supports the reason for a character's behavior
Language Arts,LA006-02-D,"Answer ""why"" questions about character actions in read-alouds using evidence",Inference Skills,Predict a character's possible motivation by connecting their actions to previous story events
Language Arts,LA006-02-D,"Answer ""why"" questions about character actions in read-alouds using evidence",Verbal Explanation,Verbalize a simple one-sentence explanation for why a story character made a specific choice
Language Arts,LA006-02-D,"Answer ""why"" questions about character actions in read-alouds using evidence",Context Understanding,Distinguish between helpful and unhelpful character actions based on story context
Language Arts,LA006-02-E,Connect story events to personal experiences during guided discussions,Personal Connection,Verbally share a personal experience that relates to a character's action in a story
Language Arts,LA006-02-E,Connect story events to personal experiences during guided discussions,Emotional Inference,Identify and describe a feeling in a story that matches a similar feeling from personal experience
Language Arts,LA006-02-E,Connect story events to personal experiences during guided discussions,Story Comparison,Use simple phrases to compare a story event with a similar personal memory during class discussion
Language Arts,LA006-02-E,"Connect story events to personal experiences during guided discussions,Empathy Development,Explain how a character might feel based on a similar personal experience of feeling happy",sad,or scared
Language Arts,LA006-02-E,Connect story events to personal experiences during guided discussions,Narrative Reflection,Draw a simple picture showing a personal connection to a story event and briefly describe the connection
Language Arts,LA006-02-E,Connect story events to personal experiences during guided discussions,Context Understanding,Listen to a story and raise hand to share a related personal experience when prompted by teacher
Language Arts,LA006-02-E,Connect story events to personal experiences during guided discussions,Storytelling Skills,Retell a short personal story that demonstrates understanding of how experiences can be similar to story events
Language Arts,LA006-02-F,Identify basic cause-effect relationships in stories using verbal and visual clues,Story Comprehension,Verbally explain a simple action and its immediate consequence in a picture book
Language Arts,LA006-02-F,Identify basic cause-effect relationships in stories using verbal and visual clues,Visual Reasoning,Point to picture clues that show why something happened in a story
Language Arts,LA006-02-F,Identify basic cause-effect relationships in stories using verbal and visual clues,Narrative Understanding,Predict a possible effect after hearing a story's cause using context clues
Language Arts,LA006-02-F,Identify basic cause-effect relationships in stories using verbal and visual clues,Verbal Expression,Describe a character's action and explain what happened as a result using complete sentences
Language Arts,LA006-02-F,Identify basic cause-effect relationships in stories using verbal and visual clues,Inferential Thinking,Match simple cause statements with corresponding effect illustrations from a storybook
Language Arts,LA006-02-F,Identify basic cause-effect relationships in stories using verbal and visual clues,Sequencing Skills,Arrange picture cards to show the correct order of events based on cause and effect
Language Arts,LA006-02-F,Identify basic cause-effect relationships in stories using verbal and visual clues,Critical Listening,Identify the cause of a character's emotion by listening to story details
Language Arts,LA006-02-G,"Use dramatic play (puppets, role-play) to demonstrate character motivations",Emotional Understanding,Identify and act out a character's basic feelings using simple puppet expressions
Language Arts,LA006-02-G,"Use dramatic play (puppets, role-play) to demonstrate character motivations,Character Motivation,Create a short puppet dialogue showing why a character might feel happy",sad,or angry
Language Arts,LA006-02-G,"Use dramatic play (puppets, role-play) to demonstrate character motivations",Perspective Taking,Use different voices and movements to show how a character might think or feel in a story
Language Arts,LA006-02-G,"Use dramatic play (puppets, role-play) to demonstrate character motivations,Story Interpretation",Recreate a simple story's plot through puppet performance,highlighting character emotions
Language Arts,LA006-02-G,"Use dramatic play (puppets, role-play) to demonstrate character motivations",Non-Verbal Communication,Use puppet body language and gestures to express a character's hidden feelings or intentions
Language Arts,LA006-02-G,"Use dramatic play (puppets, role-play) to demonstrate character motivations",Empathy Development,Role-play different characters to understand how they might feel in various story situations
Language Arts,LA006-02-H,Differentiate between explicitly stated details and those requiring inference,Literal Understanding,Identify words and phrases that are directly written in a simple picture book
Language Arts,LA006-02-H,Differentiate between explicitly stated details and those requiring inference,Visual Comprehension,Point to illustrations that match exact text descriptions in a story
Language Arts,LA006-02-H,Differentiate between explicitly stated details and those requiring inference,Emotional Context,Recognize facial expressions and body language that show feelings not directly stated in text
Language Arts,LA006-02-H,Differentiate between explicitly stated details and those requiring inference,Character Motivation,Explain a character's actions by connecting context clues not explicitly written
Language Arts,LA006-02-H,Differentiate between explicitly stated details and those requiring inference,Prediction Skills,Suggest what might happen next in a story based on hints and background information
Language Arts,LA006-02-H,Differentiate between explicitly stated details and those requiring inference,Contextual Reasoning,Distinguish between what is directly said and what must be understood from surrounding information
Language Arts,LA006-02-H,Differentiate between explicitly stated details and those requiring inference,Comprehension Strategy,Use picture and text cues to fill in missing information not directly stated in a story
Language Arts,LA006-02-I,"Infer character thoughts and feelings from dialogue and actions,Emotional Recognition,Identify basic emotions (happy, sad",angry,scared) by looking at character's facial expressions in picture books
Language Arts,LA006-02-I,Infer character thoughts and feelings from dialogue and actions,Dialogue Interpretation,Match a character's spoken words with their likely emotional state during read-aloud stories
Language Arts,LA006-02-I,Infer character thoughts and feelings from dialogue and actions,Body Language,Describe how a character might be feeling based on their physical actions or posture in a story
Language Arts,LA006-02-I,Infer character thoughts and feelings from dialogue and actions,Context Clues,Predict a character's emotions by listening to their tone of voice and surrounding story context
Language Arts,LA006-02-I,Infer character thoughts and feelings from dialogue and actions,Empathy Development,Explain why a character might feel a certain way by connecting their actions to a relatable personal experience
Language Arts,LA006-02-I,Infer character thoughts and feelings from dialogue and actions,Comparative Emotions,Compare and contrast different characters' feelings in the same story based on their dialogue and actions
Language Arts,LA006-02-J,"Predict and discuss alternative story outcomes using ""What if?"" scenarios",Narrative Imagination,Verbally suggest one alternative ending to a simple story after listening to the full narrative
Language Arts,LA006-02-J,"Predict and discuss alternative story outcomes using ""What if?"" scenarios",Hypothetical Reasoning,Identify at least two different possible consequences when a character makes a different choice in a story
Language Arts,LA006-02-J,"Predict and discuss alternative story outcomes using ""What if?"" scenarios",Emotional Intelligence,Express how a story's outcome might change if a character's feelings or motivations were different
Language Arts,LA006-02-J,"Predict and discuss alternative story outcomes using ""What if?"" scenarios",Critical Thinking,Use picture cues to generate a plausible alternative story resolution
Language Arts,LA006-02-J,"Predict and discuss alternative story outcomes using ""What if?"" scenarios",Communication Skills,Explain verbally why a suggested alternative story ending could or could not logically happen
Language Arts,LA006-02-J,"Predict and discuss alternative story outcomes using ""What if?"" scenarios",Creative Problem Solving,Create a new story ending that changes at least one key plot element while maintaining story logic
Language Arts,LA006-03-A,Identify the main topic of a familiar story using picture clues and simple stories,Visual Comprehension,Correctly point to and describe the primary subject in picture books after a single reading
Language Arts,LA006-03-A,Identify the main topic of a familiar story using picture clues and simple stories,Story Elements,Verbally summarize the main character or central action in a short picture book using at least two descriptive words
Language Arts,LA006-03-A,"Identify the main topic of a familiar story using picture clues and simple stories,Contextual Understanding",Match simple story illustrations to their primary theme (e.g.,identifying a farm story by recognizing animals and barn scenes)
Language Arts,LA006-03-A,Identify the main topic of a familiar story using picture clues and simple stories,Narrative Comprehension,Explain the basic purpose or central idea of a familiar story using picture cues as supporting evidence
Language Arts,LA006-03-A,Identify the main topic of a familiar story using picture clues and simple stories,Interpretive Skills,Draw a simple picture that represents the main topic of a story after listening to it being read aloud
Language Arts,LA006-03-A,Identify the main topic of a familiar story using picture clues and simple stories,Comparative Analysis,Identify similarities in main topics across two different simple stories using visual evidence
Language Arts,LA006-03-B,Select the main idea from three choices after listening to a read-aloud story,Listening Comprehension,Identify the most important topic of a simple story after a single listening
Language Arts,LA006-03-B,Select the main idea from three choices after listening to a read-aloud story,Story Structure,Distinguish between the main idea and minor details in a picture book narrative
Language Arts,LA006-03-B,Select the main idea from three choices after listening to a read-aloud story,Verbal Reasoning,Point to the correct picture that best represents the overall message of the story
Language Arts,LA006-03-B,Select the main idea from three choices after listening to a read-aloud story,Cognitive Processing,Verbalize why a selected main idea is more important than other given options
Language Arts,LA006-03-B,Select the main idea from three choices after listening to a read-aloud story,Critical Thinking,Compare and contrast different potential main ideas from a single story
Language Arts,LA006-03-B,Select the main idea from three choices after listening to a read-aloud story,Comprehension Skills,Recognize the central theme of a story through guided multiple-choice selection
Language Arts,LA006-03-B,Select the main idea from three choices after listening to a read-aloud story,Conceptual Understanding,Demonstrate understanding of the primary concept in a read-aloud story through visual selection
Language Arts,LA006-03-C,Create visual representations of main ideas using drawing and stickers,Storytelling Visualization,Draw a simple picture representing the main character of a read-aloud story
Language Arts,LA006-03-C,Create visual representations of main ideas using drawing and stickers,Story Structure,Use stickers to highlight the most important event in a picture book
Language Arts,LA006-03-C,Create visual representations of main ideas using drawing and stickers,Comprehension Mapping,Create a basic picture map showing the main idea of a simple informational text
Language Arts,LA006-03-C,Create visual representations of main ideas using drawing and stickers,Narrative Illustration,Draw a scene that captures the central message of a short children's story
Language Arts,LA006-03-C,Create visual representations of main ideas using drawing and stickers,Concept Representation,Use colored stickers and simple drawings to show the main topic of a classroom discussion
Language Arts,LA006-03-C,Create visual representations of main ideas using drawing and stickers,Visual Summarization,Create a picture that shows the most important part of a shared reading experience
Language Arts,LA006-03-C,Create visual representations of main ideas using drawing and stickers,Idea Visualization,Use drawing and stickers to explain the primary concept of a simple picture book
Language Arts,LA006-03-D,Sort picture cards into 'Main Idea' and 'Supporting Details' categories,Visual Sorting,Identify and separate a set of 3-4 picture cards that represent a single topic
Language Arts,LA006-03-D,Sort picture cards into 'Main Idea' and 'Supporting Details' categories,Categorization Skills,Distinguish between a central picture representing the main idea and related supporting detail pictures
Language Arts,LA006-03-D,Sort picture cards into 'Main Idea' and 'Supporting Details' categories,Conceptual Understanding,Explain verbally why a specific picture represents the main idea of a simple story or theme
Language Arts,LA006-03-D,Sort picture cards into 'Main Idea' and 'Supporting Details' categories,Spatial Organization,Physically arrange picture cards with the main idea card in a central position and supporting details around it
Language Arts,LA006-03-D,Sort picture cards into 'Main Idea' and 'Supporting Details' categories,Comparative Thinking,Compare and match 2-3 supporting detail pictures to their corresponding main idea picture
Language Arts,LA006-03-D,Sort picture cards into 'Main Idea' and 'Supporting Details' categories,Narrative Comprehension,Create a simple story sequence using main idea and supporting detail picture cards
Language Arts,LA006-03-D,Sort picture cards into 'Main Idea' and 'Supporting Details' categories,Critical Thinking,Identify which picture card does NOT belong in a set of main idea and supporting detail cards
Language Arts,LA006-03-E,Use a simple web graphic organizer to connect main idea with supporting details,Graphic Organizer Introduction,Identify the center circle of a web graphic organizer as the main topic
Language Arts,LA006-03-E,Use a simple web graphic organizer to connect main idea with supporting details,Story Comprehension,Draw simple pictures in outer circles to represent supporting details from a read-aloud story
Language Arts,LA006-03-E,Use a simple web graphic organizer to connect main idea with supporting details,Vocabulary Development,Create a web graphic organizer with a favorite animal as the main idea and list 3-4 related characteristics
Language Arts,LA006-03-E,Use a simple web graphic organizer to connect main idea with supporting details,Visual Thinking,Verbally explain how the outer circles in a web relate to the main idea in the center circle
Language Arts,LA006-03-E,Use a simple web graphic organizer to connect main idea with supporting details,Guided Practice,Complete a partially filled web graphic organizer by adding missing details about a familiar topic
Language Arts,LA006-03-E,Use a simple web graphic organizer to connect main idea with supporting details,Independent Application,Independently create a simple web graphic organizer about a personal experience or favorite thing
Language Arts,LA006-03-E,Use a simple web graphic organizer to connect main idea with supporting details,Collaborative Learning,Work with a partner to create a shared web graphic organizer about a common classroom theme
Language Arts,LA006-03-F,Participate in interactive storytelling to demonstrate main idea and details through movement or puppetry,Story Comprehension,Identify and act out the primary character's main action in a simple picture book
Language Arts,LA006-03-F,Participate in interactive storytelling to demonstrate main idea and details through movement or puppetry,Narrative Movement,Use body gestures to represent key story events when prompted by a teacher
Language Arts,LA006-03-F,Participate in interactive storytelling to demonstrate main idea and details through movement or puppetry,Puppet Performance,Create a simple puppet show that highlights the main character's primary goal or challenge
Language Arts,LA006-03-F,Participate in interactive storytelling to demonstrate main idea and details through movement or puppetry,Descriptive Interpretation,Use different movements to distinguish between main characters and supporting characters in a story
Language Arts,LA006-03-F,Participate in interactive storytelling to demonstrate main idea and details through movement or puppetry,Storytelling Sequence,Arrange physical props or use body movements to sequence the main events of a familiar story
Language Arts,LA006-03-F,Participate in interactive storytelling to demonstrate main idea and details through movement or puppetry,Emotional Expression,Use facial expressions and body language to represent a story's main emotional theme
Language Arts,LA006-03-F,Participate in interactive storytelling to demonstrate main idea and details through movement or puppetry,Interactive Comprehension,Respond to story prompts by physically demonstrating understanding of the main plot points
Language Arts,LA006-03-F,Participate in interactive storytelling to demonstrate main idea and details through movement or puppetry,Creative Interpretation,Improvise a brief movement-based performance that captures the essential message of a read-aloud story
Language Arts,LA006-03-G,Create a group summary of a story identifying both main idea and 2-3 key supporting details,Listening Comprehension,Sit attentively and listen to a short picture book or story read aloud
Language Arts,LA006-03-G,Create a group summary of a story identifying both main idea and 2-3 key supporting details,Story Elements,Verbally identify the main character and primary action of a simple story
Language Arts,LA006-03-G,Create a group summary of a story identifying both main idea and 2-3 key supporting details,Collaborative Learning,Participate in a group discussion by sharing one key detail from a story
Language Arts,LA006-03-G,Create a group summary of a story identifying both main idea and 2-3 key supporting details,Summarization Skills,Use simple phrases to describe the overall message of a story with teacher guidance
Language Arts,LA006-03-G,"Create a group summary of a story identifying both main idea and 2-3 key supporting details,Vocabulary Development,Use basic connecting words like ""first",""" ""next",""" and ""finally"" when discussing story details"
Language Arts,LA006-03-G,Create a group summary of a story identifying both main idea and 2-3 key supporting details,Critical Thinking,Distinguish between major story points and minor details with visual support
Language Arts,LA006-03-G,Create a group summary of a story identifying both main idea and 2-3 key supporting details,Communication Skills,Take turns speaking and listening when creating a group summary of a story
Language Arts,LA006-03-H,Use digital tools to organize and match details with corresponding main ideas,Digital Story Mapping,Drag and drop character details onto a simple digital story map
Language Arts,LA006-03-H,Use digital tools to organize and match details with corresponding main ideas,Picture Sorting,Use a touchscreen to group related picture details under a main idea icon
Language Arts,LA006-03-H,Use digital tools to organize and match details with corresponding main ideas,Interactive Story Comprehension,Tap matching details that belong to a displayed main idea in a digital storybook
Language Arts,LA006-03-H,Use digital tools to organize and match details with corresponding main ideas,Visual Categorization,Connect digital images to their corresponding main topic using drawing or linking tools
Language Arts,LA006-03-H,Use digital tools to organize and match details with corresponding main ideas,Digital Graphic Organizers,Arrange text or picture details into a simple digital web or cluster around a central main idea
Language Arts,LA006-03-H,Use digital tools to organize and match details with corresponding main ideas,Interactive Sorting Game,Correctly drag story elements into matching main idea containers in a digital learning game
Language Arts,LA006-03-H,Use digital tools to organize and match details with corresponding main ideas,Multimedia Comprehension,Identify and group related details from a short animated story using digital highlighting tools
Language Arts,LA006-03-I,Sequence story events to show how details build toward the main idea,Story Sequencing,Arrange 3-4 picture cards in the correct order to tell a simple narrative
Language Arts,LA006-03-I,"Sequence story events to show how details build toward the main idea,Temporal Vocabulary,Use time-order words like ""first"", ""next""","""then""","and ""finally"" when retelling a story"
Language Arts,LA006-03-I,"Sequence story events to show how details build toward the main idea,Narrative Understanding,Identify the beginning",middle,and end of a short picture book
Language Arts,LA006-03-I,Sequence story events to show how details build toward the main idea,Cause and Effect,Explain how one event in a story leads to the next event
Language Arts,LA006-03-I,Sequence story events to show how details build toward the main idea,Story Elements,Draw a simple story map showing the sequence of main events in a familiar story
Language Arts,LA006-03-I,Sequence story events to show how details build toward the main idea,Oral Storytelling,Verbally retell a story in the correct sequence with 3-4 key details
Language Arts,LA006-03-I,Sequence story events to show how details build toward the main idea,Visual Comprehension,Match spoken story events to corresponding sequential picture cards
Language Arts,LA006-03-J,Compare main ideas between two simple stories using guided discussion and visual aids,Story Comprehension,Identify and verbally share the main topic of a short picture book after listening
Language Arts,LA006-03-J,Compare main ideas between two simple stories using guided discussion and visual aids,Comparative Analysis,Use picture cards to point out one similar theme between two different stories
Language Arts,LA006-03-J,Compare main ideas between two simple stories using guided discussion and visual aids,Verbal Reasoning,Explain in simple sentences how two stories are alike or different with teacher guidance
Language Arts,LA006-03-J,Compare main ideas between two simple stories using guided discussion and visual aids,Visual Interpretation,Draw a simple picture representing the main idea of a story and match it with a peer's drawing
Language Arts,LA006-03-J,Compare main ideas between two simple stories using guided discussion and visual aids,Critical Thinking,Participate in a group discussion and identify one main character or central event shared between two stories
Language Arts,LA006-03-J,Compare main ideas between two simple stories using guided discussion and visual aids,Listening Skills,Demonstrate understanding by repeating the primary concept of a story when prompted by a teacher
Language Arts,LA006-03-J,Compare main ideas between two simple stories using guided discussion and visual aids,Conceptual Linking,Create a basic Venn diagram with teacher assistance to show story similarities and differences
Language Arts,LA006-04-A,"Identify basic story elements (main character, setting) in a single story using picture prompts",Character Identification,Point to and name the main character in a picture book
Language Arts,LA006-04-A,"Identify basic story elements (main character, setting) in a single story using picture prompts",Setting Recognition,Describe the location or background where the story takes place using visual cues
Language Arts,LA006-04-A,"Identify basic story elements (main character, setting) in a single story using picture prompts",Character Attributes,Explain one key characteristic or action of the main character shown in the picture
